application_id,applicant_id,as_of_date,credit_history_status,credit_history_months_observed,max_days_overdue,delinquent_event_count,total_outstanding_debt,total_overdue_amount,debt_to_income_ratio,overdue_amount_to_income,delinquency_points,debt_burden_points,risk_tier_score,risk_tier,risk_tier_basis,risk_tier_ruleset_version
LA100172,APP100172,2024-03-06,ESTABLISHED,18,30.0,1,97762.71,7887.6,0.5135,0.0414,2,2,6.0,T4,CREDIT_HISTORY,1.0
LA100173,APP100173,2025-12-02,ESTABLISHED,8,15.0,4,133723.9,11217.74,1.5835,0.1328,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100174,APP100174,2025-03-18,ESTABLISHED,19,0.0,0,159315.71,0.0,1.1608,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100175,APP100175,2025-06-08,ESTABLISHED,21,0.0,0,12364.21,0.0,0.2871,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100176,APP100176,2026-10-07,ESTABLISHED,22,60.0,2,60086.73,5345.47,1.0424,0.0927,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100177,APP100177,2024-07-27,ESTABLISHED,9,30.0,1,64063.96,9121.8,0.7949,0.1132,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100178,APP100178,2025-12-05,ESTABLISHED,7,0.0,0,189420.43,0.0,1.4228,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100179,APP100179,2026-11-05,ESTABLISHED,20,15.0,1,67111.83,8906.88,0.5867,0.0779,1,2,6.0,T4,CREDIT_HISTORY,1.0
LA100180,APP100180,2025-06-21,ESTABLISHED,20,15.0,2,109162.03,4364.84,0.6259,0.025,1,2,5.0,T3,CREDIT_HISTORY,1.0
LA100181,APP100181,2026-12-10,ESTABLISHED,17,0.0,0,42351.05,0.0,0.6049,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100182,APP100182,2024-04-14,LIMITED_HISTORY,4,20.0,2,147624.66,2258.83,0.6993,0.0107,1,2,4.0,T3,LIMITED_HISTORY,1.0
LA100183,APP100183,2026-10-10,LIMITED_HISTORY,3,0.0,0,60441.42,0.0,0.384,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100184,APP100184,2024-11-21,ESTABLISHED,19,0.0,0,230850.75,0.0,1.0595,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100185,APP100185,2026-07-05,ESTABLISHED,24,0.0,0,33209.55,0.0,0.1733,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100186,APP100186,2026-07-10,ESTABLISHED,17,0.0,0,75438.43,0.0,0.7099,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100187,APP100187,2024-10-24,ESTABLISHED,23,90.0,1,119633.17,7607.18,1.0922,0.0694,4,3,10.0,T5,CREDIT_HISTORY,1.0
LA100188,APP100188,2024-06-04,ESTABLISHED,22,15.0,1,79624.54,4219.58,0.7181,0.0381,1,2,5.0,T3,CREDIT_HISTORY,1.0
LA100189,APP100189,2026-09-30,ESTABLISHED,16,0.0,0,103473.39,0.0,0.784,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100190,APP100190,2026-11-09,ESTABLISHED,20,20.0,1,164649.81,2002.74,0.6995,0.0085,1,2,4.0,T3,CREDIT_HISTORY,1.0
LA100191,APP100191,2024-11-18,ESTABLISHED,6,30.0,3,197931.76,5709.11,0.81,0.0234,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100192,APP100192,2025-12-31,ESTABLISHED,10,0.0,0,21097.46,0.0,0.3556,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100193,APP100193,2024-11-30,ESTABLISHED,7,90.0,1,117852.57,2747.43,0.5645,0.0132,4,2,7.0,T4,CREDIT_HISTORY,1.0
LA100194,APP100194,2026-01-14,ESTABLISHED,16,26.0,1,114539.89,15845.25,0.4763,0.0659,1,1,5.0,T3,CREDIT_HISTORY,1.0
LA100195,APP100195,2024-08-01,ESTABLISHED,21,72.0,1,101064.14,10593.59,0.9648,0.1011,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100196,APP100196,2026-03-14,ESTABLISHED,15,0.0,0,26242.4,0.0,0.2182,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100197,APP100197,2026-09-02,ESTABLISHED,18,90.0,2,125269.88,13174.58,0.6125,0.0644,4,2,9.0,T5,CREDIT_HISTORY,1.0
LA100198,APP100198,2025-05-04,ESTABLISHED,13,0.0,0,182719.94,0.0,1.0664,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100199,APP100199,2026-08-27,ESTABLISHED,12,30.0,1,113531.21,16877.25,0.8427,0.1253,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100200,APP100200,2024-09-30,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100201,APP100201,2025-03-18,ESTABLISHED,13,0.0,0,185613.59,0.0,2.0883,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100202,APP100202,2024-06-12,ESTABLISHED,7,0.0,0,36006.51,0.0,0.8402,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100203,APP100203,2024-03-27,ESTABLISHED,15,0.0,0,32068.15,0.0,0.416,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100204,APP100204,2026-05-15,ESTABLISHED,12,38.0,1,93805.25,5587.93,0.7434,0.0443,2,2,6.0,T4,CREDIT_HISTORY,1.0
LA100205,APP100205,2025-08-06,ESTABLISHED,8,0.0,0,45115.36,0.0,0.3976,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100206,APP100206,2026-06-22,ESTABLISHED,23,30.0,1,126108.48,6828.36,0.8003,0.0433,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100207,APP100207,2025-09-14,ESTABLISHED,15,33.0,1,13827.17,2084.85,0.379,0.0571,2,1,6.0,T4,CREDIT_HISTORY,1.0
LA100208,APP100208,2026-01-04,ESTABLISHED,6,122.0,1,39780.07,3200.55,0.3635,0.0292,5,1,8.0,T5,CREDIT_HISTORY,1.0
LA100209,APP100209,2025-05-26,ESTABLISHED,14,0.0,0,151651.85,0.0,1.0432,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100210,APP100210,2025-07-19,ESTABLISHED,17,0.0,0,39870.73,0.0,0.3423,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100211,APP100211,2026-10-25,ESTABLISHED,12,0.0,0,250317.68,0.0,1.2856,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100212,APP100212,2024-08-24,ESTABLISHED,11,0.0,0,112217.32,0.0,0.5896,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100213,APP100213,2024-11-01,ESTABLISHED,23,0.0,0,169512.7,0.0,0.7087,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100214,APP100214,2024-06-05,ESTABLISHED,16,0.0,0,316397.36,0.0,1.3023,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100215,APP100215,2026-06-18,ESTABLISHED,13,0.0,0,27457.33,0.0,0.4735,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100216,APP100216,2024-03-29,ESTABLISHED,9,90.0,2,54073.32,10962.85,1.1593,0.235,4,3,10.0,T5,CREDIT_HISTORY,1.0
LA100217,APP100217,2025-01-17,ESTABLISHED,10,0.0,0,290210.16,0.0,1.3,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100218,APP100218,2026-03-08,LIMITED_HISTORY,1,0.0,0,51108.72,0.0,0.3782,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100219,APP100219,2024-02-01,ESTABLISHED,9,0.0,0,34364.28,0.0,0.2955,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100220,APP100220,2026-12-10,ESTABLISHED,7,0.0,0,229966.59,0.0,1.3369,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100221,APP100221,2025-06-16,ESTABLISHED,12,0.0,0,216262.35,0.0,1.4127,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100222,APP100222,2025-03-28,LIMITED_HISTORY,5,0.0,0,40544.59,0.0,0.2508,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100223,APP100223,2024-07-28,ESTABLISHED,7,35.0,1,143783.22,3771.11,0.8307,0.0218,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100224,APP100224,2026-05-01,ESTABLISHED,14,15.0,7,270680.56,34688.62,1.5536,0.1991,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100225,APP100225,2026-07-31,ESTABLISHED,19,36.0,1,68118.79,6334.63,1.0031,0.0933,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100226,APP100226,2026-07-02,ESTABLISHED,21,0.0,0,143451.48,0.0,0.7296,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100227,APP100227,2026-06-13,ESTABLISHED,24,60.0,1,49023.69,2212.06,0.7568,0.0341,3,3,8.0,T5,CREDIT_HISTORY,1.0
LA100228,APP100228,2025-01-14,ESTABLISHED,17,30.0,7,93636.42,11390.83,0.821,0.0999,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100229,APP100229,2024-10-17,ESTABLISHED,19,0.0,0,59063.81,0.0,0.7205,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100230,APP100230,2026-05-15,ESTABLISHED,9,0.0,0,137553.78,0.0,0.7486,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100231,APP100231,2026-11-01,ESTABLISHED,12,60.0,2,89482.57,13783.31,0.9723,0.1498,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100232,APP100232,2025-11-02,ESTABLISHED,24,15.0,1,252554.15,18609.0,1.5472,0.114,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100233,APP100233,2026-06-18,ESTABLISHED,15,0.0,0,66019.56,0.0,0.3578,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100234,APP100234,2024-05-02,ESTABLISHED,21,61.0,1,82077.44,10328.31,0.5953,0.0749,3,2,8.0,T5,CREDIT_HISTORY,1.0
LA100235,APP100235,2026-07-01,ESTABLISHED,19,0.0,0,37315.7,0.0,0.5101,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100236,APP100236,2026-02-16,ESTABLISHED,13,30.0,4,95719.7,7336.64,0.8285,0.0635,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100237,APP100237,2026-03-02,ESTABLISHED,8,0.0,0,179957.63,0.0,1.1021,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100238,APP100238,2026-01-29,ESTABLISHED,23,15.0,1,130663.26,15655.51,0.5802,0.0695,1,2,6.0,T4,CREDIT_HISTORY,1.0
LA100239,APP100239,2025-09-07,ESTABLISHED,9,0.0,0,43963.35,0.0,0.8138,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100240,APP100240,2026-10-07,ESTABLISHED,11,0.0,0,50976.65,0.0,0.3993,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100241,APP100241,2025-04-19,ESTABLISHED,13,0.0,0,119597.55,0.0,0.6709,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100242,APP100242,2024-07-18,ESTABLISHED,20,0.0,0,79440.7,0.0,0.3486,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100243,APP100243,2026-10-16,ESTABLISHED,16,0.0,0,179609.53,0.0,0.76,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100244,APP100244,2026-10-27,ESTABLISHED,12,30.0,4,298695.35,15612.48,1.6611,0.0868,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100245,APP100245,2025-09-08,ESTABLISHED,23,15.0,1,60415.08,7612.16,0.4825,0.0608,1,1,5.0,T3,CREDIT_HISTORY,1.0
LA100246,APP100246,2026-12-13,ESTABLISHED,23,0.0,0,82181.64,0.0,0.7455,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100247,APP100247,2025-07-20,ESTABLISHED,11,15.0,2,189512.52,18454.32,1.6111,0.1569,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100248,APP100248,2024-06-06,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100249,APP100249,2025-09-24,ESTABLISHED,20,30.0,4,268292.1,20056.52,1.1937,0.0892,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100250,APP100250,2025-02-07,ESTABLISHED,15,0.0,0,87771.4,0.0,0.3928,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100251,APP100251,2025-03-14,LIMITED_HISTORY,4,0.0,0,67285.85,0.0,0.6334,0.0,0,2,2.0,T2,LIMITED_HISTORY,1.0
LA100252,APP100252,2025-08-27,LIMITED_HISTORY,1,40.0,1,159673.63,9951.72,0.8122,0.0506,2,3,8.0,T5,LIMITED_HISTORY,1.0
LA100253,APP100253,2024-06-02,LIMITED_HISTORY,3,0.0,0,53573.01,0.0,0.2728,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100254,APP100254,2026-10-29,ESTABLISHED,23,0.0,0,74420.3,0.0,1.0427,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100255,APP100255,2026-09-12,ESTABLISHED,13,0.0,0,120865.23,0.0,0.615,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100256,APP100256,2026-09-28,ESTABLISHED,11,0.0,0,261831.73,0.0,1.4126,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100257,APP100257,2026-03-14,ESTABLISHED,11,60.0,7,40172.83,6999.73,0.8292,0.1445,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100258,APP100258,2025-06-15,ESTABLISHED,6,104.0,4,35912.52,1567.09,1.0153,0.0443,4,3,9.0,T5,CREDIT_HISTORY,1.0
LA100259,APP100259,2026-11-20,ESTABLISHED,19,0.0,0,26363.13,0.0,0.4166,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100260,APP100260,2025-09-06,ESTABLISHED,6,34.0,2,146837.28,22061.33,0.7452,0.112,2,2,7.0,T4,CREDIT_HISTORY,1.0
LA100261,APP100261,2024-03-02,ESTABLISHED,14,0.0,0,22498.53,0.0,0.2337,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100262,APP100262,2025-09-08,ESTABLISHED,17,0.0,0,93566.14,0.0,0.8062,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100263,APP100263,2025-03-10,ESTABLISHED,10,0.0,0,76665.5,0.0,0.322,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100264,APP100264,2024-04-19,ESTABLISHED,13,0.0,0,76203.64,0.0,1.3223,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100265,APP100265,2026-06-03,ESTABLISHED,21,24.0,1,217585.22,23799.83,1.0455,0.1144,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100266,APP100266,2026-06-06,ESTABLISHED,14,0.0,0,80998.97,0.0,1.1754,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100267,APP100267,2025-05-07,ESTABLISHED,7,15.0,3,294645.34,25071.52,1.2322,0.1048,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100268,APP100268,2026-09-23,ESTABLISHED,8,0.0,0,26188.27,0.0,0.2169,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100269,APP100269,2024-08-13,ESTABLISHED,12,90.0,1,39644.14,6053.35,0.3451,0.0527,4,1,8.0,T5,CREDIT_HISTORY,1.0
LA100270,APP100270,2026-07-10,ESTABLISHED,20,62.0,1,70845.26,9548.28,0.6517,0.0878,3,2,8.0,T5,CREDIT_HISTORY,1.0
LA100271,APP100271,2024-05-14,LIMITED_HISTORY,1,30.0,1,105611.2,3020.1,0.8472,0.0242,2,3,7.0,T4,LIMITED_HISTORY,1.0
LA100272,APP100272,2025-11-24,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100273,APP100273,2024-01-01,ESTABLISHED,15,0.0,0,54718.27,0.0,0.6012,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100274,APP100274,2025-03-05,ESTABLISHED,6,0.0,0,65319.78,0.0,0.6334,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100275,APP100275,2026-11-20,ESTABLISHED,23,0.0,0,42594.07,0.0,0.9352,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100276,APP100276,2024-07-20,ESTABLISHED,11,0.0,0,17587.45,0.0,0.3231,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100277,APP100277,2024-08-29,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100278,APP100278,2026-06-30,ESTABLISHED,9,63.0,2,77172.12,4198.99,0.5818,0.0317,3,2,7.0,T4,CREDIT_HISTORY,1.0
LA100279,APP100279,2025-06-13,ESTABLISHED,13,0.0,0,32343.01,0.0,0.7487,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100280,APP100280,2026-01-24,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100281,APP100281,2026-10-15,ESTABLISHED,8,0.0,0,16546.66,0.0,0.1663,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100282,APP100282,2026-12-26,ESTABLISHED,14,33.0,1,43606.96,2920.36,0.4482,0.03,2,1,5.0,T3,CREDIT_HISTORY,1.0
LA100283,APP100283,2025-01-23,ESTABLISHED,10,0.0,0,302758.24,0.0,1.2155,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100284,APP100284,2025-02-11,ESTABLISHED,6,0.0,0,75697.77,0.0,1.12,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100285,APP100285,2025-09-16,ESTABLISHED,9,0.0,0,113643.24,0.0,0.867,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100286,APP100286,2026-07-07,ESTABLISHED,11,0.0,0,46663.92,0.0,0.612,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100287,APP100287,2024-02-18,LIMITED_HISTORY,2,93.0,1,8650.19,1740.45,0.2466,0.0496,4,0,6.0,T4,LIMITED_HISTORY,1.0
LA100288,APP100288,2026-06-13,ESTABLISHED,7,0.0,0,23887.98,0.0,0.4874,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100289,APP100289,2024-05-27,ESTABLISHED,19,0.0,0,492505.88,0.0,2.1032,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100290,APP100290,2025-06-04,ESTABLISHED,7,15.0,2,251031.04,14337.39,1.5636,0.0893,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100291,APP100291,2026-04-07,ESTABLISHED,12,0.0,0,66222.91,0.0,0.6158,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100292,APP100292,2026-06-21,LIMITED_HISTORY,2,18.0,1,129952.47,3549.78,0.9784,0.0267,1,3,6.0,T4,LIMITED_HISTORY,1.0
LA100293,APP100293,2024-08-11,ESTABLISHED,14,0.0,0,142087.67,0.0,1.6117,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100294,APP100294,2025-11-28,ESTABLISHED,23,15.0,1,78657.69,3969.15,0.487,0.0246,1,1,4.0,T3,CREDIT_HISTORY,1.0
LA100295,APP100295,2024-05-19,ESTABLISHED,9,0.0,0,132290.21,0.0,0.7104,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100296,APP100296,2024-04-21,ESTABLISHED,21,0.0,0,55881.16,0.0,0.3171,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100297,APP100297,2025-03-26,ESTABLISHED,22,0.0,0,81231.06,0.0,0.4696,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100298,APP100298,2026-06-21,ESTABLISHED,23,0.0,0,255581.84,0.0,1.8568,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100299,APP100299,2025-09-14,ESTABLISHED,22,0.0,0,89232.83,0.0,0.4418,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100300,APP100300,2026-03-26,LIMITED_HISTORY,2,0.0,0,39806.17,0.0,0.2907,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100301,APP100301,2024-05-18,ESTABLISHED,14,0.0,0,101557.24,0.0,0.4111,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100302,APP100302,2025-11-03,ESTABLISHED,19,0.0,0,105779.21,0.0,0.6196,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100303,APP100303,2026-01-26,ESTABLISHED,21,17.0,4,85149.16,11337.12,0.7486,0.0997,1,2,6.0,T4,CREDIT_HISTORY,1.0
LA100304,APP100304,2024-06-12,LIMITED_HISTORY,3,15.0,1,46316.53,4328.16,0.2047,0.0191,1,0,2.0,T2,LIMITED_HISTORY,1.0
LA100305,APP100305,2026-11-11,ESTABLISHED,11,0.0,0,96564.29,0.0,1.3267,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100306,APP100306,2026-02-02,ESTABLISHED,16,0.0,0,210810.86,0.0,0.8815,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100307,APP100307,2024-01-27,ESTABLISHED,7,16.0,1,167942.53,9829.03,0.7934,0.0464,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100308,APP100308,2025-11-25,LIMITED_HISTORY,1,68.0,3,203616.0,24648.76,0.82,0.0993,3,3,9.0,T5,LIMITED_HISTORY,1.0
LA100309,APP100309,2024-12-07,ESTABLISHED,9,0.0,0,108967.36,0.0,0.6809,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100310,APP100310,2025-08-10,ESTABLISHED,7,0.0,0,154750.44,0.0,0.6492,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100311,APP100311,2024-04-20,LIMITED_HISTORY,5,0.0,0,21721.3,0.0,0.2674,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100312,APP100312,2026-08-25,ESTABLISHED,19,0.0,0,200539.24,0.0,1.18,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100313,APP100313,2025-05-10,ESTABLISHED,6,0.0,0,106358.93,0.0,0.992,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100314,APP100314,2024-04-22,ESTABLISHED,6,0.0,0,85017.55,0.0,0.4496,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100315,APP100315,2024-07-24,ESTABLISHED,10,0.0,0,159599.86,0.0,0.9437,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100316,APP100316,2026-05-12,ESTABLISHED,24,66.0,3,98329.79,14186.95,1.1418,0.1647,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100317,APP100317,2026-01-30,ESTABLISHED,16,62.0,2,75133.44,4384.18,0.8287,0.0484,3,3,8.0,T5,CREDIT_HISTORY,1.0
LA100318,APP100318,2024-06-15,ESTABLISHED,9,0.0,0,49573.82,0.0,0.6262,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100319,APP100319,2026-06-18,ESTABLISHED,14,0.0,0,143845.83,0.0,0.8375,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100320,APP100320,2024-11-17,ESTABLISHED,20,18.0,1,39538.27,3752.57,0.5239,0.0497,1,2,5.0,T3,CREDIT_HISTORY,1.0
LA100321,APP100321,2025-06-26,ESTABLISHED,13,0.0,0,181341.82,0.0,1.145,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100322,APP100322,2024-01-05,ESTABLISHED,13,0.0,0,201115.0,0.0,1.0516,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100323,APP100323,2026-10-19,LIMITED_HISTORY,5,0.0,0,22485.1,0.0,0.1412,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100324,APP100324,2025-09-15,ESTABLISHED,10,0.0,0,65824.37,0.0,1.0641,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100325,APP100325,2025-05-25,ESTABLISHED,16,0.0,0,25732.94,0.0,0.4065,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100326,APP100326,2026-04-01,LIMITED_HISTORY,4,0.0,0,6025.25,0.0,0.1705,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100327,APP100327,2025-04-11,ESTABLISHED,24,30.0,3,106655.53,6765.05,1.2922,0.082,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100328,APP100328,2026-04-01,ESTABLISHED,16,0.0,0,188437.57,0.0,1.1944,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100329,APP100329,2025-02-10,LIMITED_HISTORY,5,15.0,5,23300.64,2996.41,0.3077,0.0396,1,1,4.0,T3,LIMITED_HISTORY,1.0
LA100330,APP100330,2024-05-10,LIMITED_HISTORY,3,0.0,0,66503.9,0.0,0.4263,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100331,APP100331,2026-12-04,LIMITED_HISTORY,3,0.0,0,128829.36,0.0,0.6318,0.0,0,2,2.0,T2,LIMITED_HISTORY,1.0
LA100332,APP100332,2024-04-04,LIMITED_HISTORY,3,0.0,0,22833.36,0.0,0.3122,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100333,APP100333,2024-10-28,ESTABLISHED,7,62.0,2,93234.96,10239.84,1.3921,0.1529,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100334,APP100334,2026-03-21,ESTABLISHED,22,0.0,0,132926.89,0.0,0.7343,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100335,APP100335,2024-04-07,ESTABLISHED,12,0.0,0,47000.64,0.0,0.82,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100336,APP100336,2026-01-11,ESTABLISHED,23,32.0,1,84955.56,6858.17,1.0753,0.0868,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100337,APP100337,2025-10-02,LIMITED_HISTORY,3,0.0,0,48250.81,0.0,0.248,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100338,APP100338,2026-12-16,ESTABLISHED,8,0.0,0,54357.09,0.0,0.7412,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100339,APP100339,2026-12-17,ESTABLISHED,20,0.0,0,59393.43,0.0,0.5292,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100340,APP100340,2026-12-30,ESTABLISHED,18,0.0,0,144240.38,0.0,0.7577,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100341,APP100341,2024-01-07,ESTABLISHED,23,0.0,0,50685.59,0.0,0.5189,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100342,APP100342,2025-03-22,ESTABLISHED,12,0.0,0,182229.17,0.0,0.7355,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100343,APP100343,2024-08-12,ESTABLISHED,14,0.0,0,110330.05,0.0,1.1088,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100344,APP100344,2026-11-21,ESTABLISHED,14,0.0,0,29841.34,0.0,0.6013,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100345,APP100345,2026-07-01,ESTABLISHED,11,30.0,5,62383.21,1770.73,0.5109,0.0145,2,2,5.0,T3,CREDIT_HISTORY,1.0
