event_id,application_id,event_date,prior_tier,new_tier,prior_fico,new_fico,tier_changed_flag,bureau_source,event_status,event_reason
E0000303,APP100098,2024-08-13,T3,T3,680,688,False,Experian,Completed,Manual Review
E0000304,APP100098,2024-12-19,T3,T3,699,711,False,Experian,Error,Re-Pull After Correction
E0000305,APP100098,2025-06-13,T3,T3,688,698,False,Experian,Completed,Initial Application
E0000306,APP100099,2025-02-28,T3,T3,688,682,False,Equifax,Completed,Manual Review
E0000307,APP100099,2025-06-04,T3,T3,698,714,False,TransUnion,Pending,Credit Refresh
E0000308,APP100099,2026-03-24,T3,T3,712,717,False,TransUnion,Completed,Re-Pull After Correction
E0000309,APP100099,2026-01-09,T3,T4,682,664,True,TransUnion,Completed,Fraud Verification
E0000310,APP100099,2026-04-05,T3,T3,708,707,False,Experian,Completed,Re-Pull After Correction
E0000311,APP100100,2025-01-21,T3,T3,722,728,False,TransUnion,Completed,Re-Pull After Correction
E0000312,APP100100,2026-04-25,T3,T3,731,734,False,Equifax,Completed,Credit Refresh
E0000313,APP100101,2024-12-23,T1,T1,820,830,False,Experian,Completed,Credit Refresh
E0000314,APP100101,2024-09-29,T1,T1,805,821,False,TransUnion,Completed,Fraud Verification
E0000315,APP100101,2025-06-06,T1,T1,840,847,False,TransUnion,Completed,Re-Pull After Correction
E0000316,APP100101,2025-07-18,T2,T1,796,800,True,Experian,Completed,Fraud Verification
E0000317,APP100101,2025-08-24,T1,T1,826,834,False,Equifax,Completed,Manual Review
E0000318,APP100102,2022-10-17,T5,T5,515,525,False,Experian,Completed,Credit Refresh
E0000319,APP100102,2022-11-27,T5,T5,488,480,False,Equifax,Completed,Initial Application
E0000320,APP100102,2023-03-27,T5,T5,479,496,False,Equifax,Completed,Re-Pull After Correction
E0000321,APP100102,2024-01-01,T5,T5,503,486,False,Equifax,Completed,Initial Application
E0000322,APP100102,2023-11-23,T5,T5,493,500,False,Experian,Pending,Fraud Verification
E0000323,APP100103,2026-01-12,T4,T4,679,678,False,Experian,Completed,Initial Application
E0000324,APP100103,2026-07-09,T4,T3,664,683,True,TransUnion,Completed,Manual Review
E0000325,APP100104,2023-04-21,T2,T1,792,811,True,Equifax,Completed,Credit Refresh
E0000326,APP100104,2022-12-06,T1,T2,809,791,True,Experian,Completed,Fraud Verification
E0000327,APP100104,2023-11-07,T1,T1,816,820,False,TransUnion,Completed,Fraud Verification
E0000328,APP100104,2023-12-25,T1,T1,818,832,False,Experian,Completed,Re-Pull After Correction
E0000329,APP100105,2023-05-10,T5,T5,463,446,False,Equifax,Completed,Manual Review
E0000330,APP100105,2024-08-17,T5,T5,504,496,False,Experian,Completed,Manual Review
E0000331,APP100105,2024-08-13,T5,T5,501,488,False,Experian,Completed,Fraud Verification
E0000332,APP100106,2024-05-01,T5,T5,418,408,False,Experian,Completed,Fraud Verification
E0000333,APP100106,2023-09-03,T5,T5,407,396,False,TransUnion,Completed,Credit Refresh
E0000334,APP100107,2023-12-21,T3,T3,739,735,False,TransUnion,Error,Credit Refresh
E0000335,APP100107,2024-04-02,T3,T3,725,726,False,Experian,Completed,Re-Pull After Correction
E0000336,APP100107,2024-08-05,T3,T3,719,716,False,Experian,Completed,Fraud Verification
E0000337,APP100107,2025-01-24,T3,T3,732,734,False,Experian,Completed,Credit Refresh
E0000338,APP100107,2024-06-21,T2,T2,742,745,False,Experian,Completed,Fraud Verification
E0000339,APP100108,2022-12-18,T3,T2,727,742,True,TransUnion,Completed,Manual Review
E0000340,APP100108,2024-02-09,T2,T2,742,753,False,TransUnion,Completed,Re-Pull After Correction
E0000341,APP100109,2025-07-22,T4,T3,666,684,True,Equifax,Completed,Manual Review
E0000342,APP100109,2025-09-01,T4,T4,659,674,False,Equifax,Completed,Re-Pull After Correction
E0000343,APP100109,2026-06-19,T5,T5,618,605,False,Equifax,Completed,Manual Review
E0000344,APP100110,2024-11-11,T3,T3,700,710,False,Experian,Completed,Re-Pull After Correction
E0000345,APP100111,2023-03-05,T4,T4,641,655,False,Experian,Completed,Initial Application
E0000346,APP100111,2023-04-22,T4,T3,669,688,True,Equifax,Completed,Credit Refresh
E0000347,APP100111,2023-10-19,T4,T4,634,638,False,Experian,Completed,Re-Pull After Correction
E0000348,APP100112,2025-05-26,T2,T2,753,750,False,Equifax,Completed,Credit Refresh
E0000349,APP100112,2025-08-19,T3,T3,723,704,False,TransUnion,Completed,Initial Application
E0000350,APP100112,2026-02-20,T3,T3,729,721,False,Experian,Completed,Initial Application
E0000351,APP100112,2026-02-08,T2,T2,746,757,False,Equifax,Completed,Initial Application
E0000352,APP100112,2025-12-01,T3,T3,711,701,False,TransUnion,Completed,Initial Application
E0000353,APP100113,2024-11-22,T1,T1,801,809,False,Equifax,Completed,Initial Application
E0000354,APP100113,2026-01-11,T2,T2,778,767,False,TransUnion,Completed,Fraud Verification
E0000355,APP100114,2024-11-02,T3,T3,705,719,False,Experian,Completed,Credit Refresh
E0000356,APP100114,2025-10-13,T3,T3,717,701,False,Equifax,Completed,Fraud Verification
E0000357,APP100114,2025-11-29,T3,T3,684,696,False,Experian,Completed,Initial Application
E0000358,APP100115,2025-04-05,T5,T5,525,534,False,Experian,Completed,Fraud Verification
E0000359,APP100115,2025-09-25,T5,T5,529,520,False,TransUnion,Completed,Re-Pull After Correction
E0000360,APP100115,2026-04-10,T5,T5,496,498,False,Experian,Completed,Manual Review
E0000361,APP100115,2026-03-07,T5,T5,518,519,False,Experian,Completed,Credit Refresh
E0000362,APP100115,2026-09-15,T5,T5,523,527,False,TransUnion,Completed,Credit Refresh
E0000363,APP100116,2023-06-05,T1,T1,825,830,False,Equifax,Completed,Re-Pull After Correction
E0000364,APP100116,2024-01-28,T1,T1,830,823,False,Experian,Completed,Initial Application
E0000365,APP100117,2023-08-07,T3,T3,700,717,False,Equifax,Completed,Credit Refresh
E0000366,APP100117,2024-03-20,T3,T3,717,714,False,TransUnion,Completed,Manual Review
E0000367,APP100118,2024-04-12,T4,T3,668,688,True,Experian,Completed,Fraud Verification
E0000368,APP100118,2024-08-20,T4,T5,630,618,True,TransUnion,Completed,Initial Application
E0000369,APP100119,2023-10-06,T4,T4,625,643,False,TransUnion,Completed,Initial Application
E0000370,APP100120,2023-02-21,T1,T1,816,800,False,Experian,Completed,Fraud Verification
E0000371,APP100120,2024-01-04,T1,T1,809,808,False,TransUnion,Completed,Credit Refresh
E0000372,APP100121,2025-11-07,T4,T4,649,644,False,Experian,Completed,Credit Refresh
E0000373,APP100121,2026-01-12,T4,T4,659,671,False,Equifax,Completed,Credit Refresh
E0000374,APP100121,2026-02-20,T4,T4,652,634,False,Equifax,Completed,Fraud Verification
E0000375,APP100121,2026-04-09,T4,T4,639,631,False,Experian,Completed,Re-Pull After Correction
E0000376,APP100122,2023-12-13,T5,T5,453,445,False,TransUnion,Completed,Fraud Verification
E0000377,APP100123,2025-06-30,T3,T3,702,701,False,Experian,Pending,Re-Pull After Correction
E0000378,APP100123,2025-02-11,T3,T3,699,699,False,Experian,Completed,Fraud Verification
E0000379,APP100123,2026-03-03,T3,T3,683,687,False,TransUnion,Completed,Re-Pull After Correction
E0000380,APP100123,2025-12-02,T4,T4,671,662,False,TransUnion,Completed,Credit Refresh
E0000381,APP100123,2026-05-15,T3,T3,708,703,False,Equifax,Completed,Credit Refresh
E0000382,APP100124,2024-10-18,T3,T3,739,734,False,TransUnion,Pending,Fraud Verification
E0000383,APP100124,2025-07-15,T3,T3,734,721,False,Experian,Completed,Fraud Verification
E0000384,APP100124,2025-12-17,T2,T3,740,737,True,TransUnion,Completed,Initial Application
E0000385,APP100124,2025-10-30,T3,T3,706,705,False,Equifax,Completed,Initial Application
E0000386,APP100125,2024-09-05,T2,T2,760,780,False,Experian,Completed,Fraud Verification
E0000387,APP100125,2025-01-16,T2,T2,781,767,False,TransUnion,Completed,Fraud Verification
E0000388,APP100125,2025-01-04,T2,T2,799,796,False,Experian,Completed,Fraud Verification
E0000389,APP100125,2025-08-14,T2,T2,787,772,False,Experian,Completed,Initial Application
E0000390,APP100125,2025-10-30,T2,T2,763,764,False,Experian,Completed,Initial Application
E0000391,APP100126,2023-07-22,T3,T3,694,680,False,Experian,Completed,Initial Application
E0000392,APP100126,2023-08-16,T3,T3,706,687,False,TransUnion,Completed,Manual Review
E0000393,APP100127,2024-04-08,T1,T1,819,824,False,Equifax,Completed,Initial Application
E0000394,APP100127,2024-03-14,T2,T2,780,765,False,TransUnion,Completed,Manual Review
E0000395,APP100127,2024-11-06,T1,T1,806,807,False,Equifax,Pending,Credit Refresh
E0000396,APP100128,2023-03-24,T3,T3,696,697,False,Experian,Completed,Fraud Verification
E0000397,APP100129,2025-06-24,T5,T5,617,604,False,Equifax,Completed,Credit Refresh
E0000398,APP100129,2025-11-23,T4,T4,636,650,False,Equifax,Completed,Initial Application
E0000399,APP100129,2025-06-30,T4,T4,624,631,False,TransUnion,Completed,Manual Review
E0000400,APP100129,2026-02-25,T4,T4,634,637,False,Experian,Completed,Initial Application
E0000401,APP100129,2026-07-24,T4,T4,635,649,False,Experian,Completed,Re-Pull After Correction
E0000402,APP100130,2025-06-22,T3,T3,712,719,False,Equifax,Resubmitted,Re-Pull After Correction
E0000403,APP100131,2025-06-08,T2,T2,777,786,False,Experian,Completed,Initial Application
E0000404,APP100131,2026-03-08,T1,T1,801,813,False,Equifax,Completed,Fraud Verification
E0000405,APP100132,2024-01-18,T2,T3,745,739,True,Equifax,Completed,Re-Pull After Correction
E0000406,APP100132,2025-04-04,T3,T2,723,743,True,TransUnion,Completed,Credit Refresh
E0000407,APP100132,2025-01-19,T3,T3,723,735,False,TransUnion,Resubmitted,Re-Pull After Correction
E0000408,APP100132,2025-02-13,T2,T2,751,759,False,Equifax,Resubmitted,Manual Review
E0000409,APP100133,2024-03-21,T1,T2,807,797,True,Experian,Completed,Initial Application
E0000410,APP100133,2024-07-15,T1,T2,802,789,True,Experian,Completed,Fraud Verification
E0000411,APP100134,2025-01-08,T2,T2,779,779,False,TransUnion,Completed,Re-Pull After Correction
E0000412,APP100134,2025-07-11,T2,T2,763,766,False,Experian,Completed,Re-Pull After Correction
E0000413,APP100134,2025-06-09,T2,T2,768,759,False,Experian,Completed,Credit Refresh
E0000414,APP100135,2023-09-12,T2,T2,794,775,False,TransUnion,Completed,Manual Review
E0000415,APP100135,2023-09-06,T1,T1,800,818,False,Experian,Completed,Credit Refresh
E0000416,APP100135,2024-05-15,T1,T1,807,812,False,TransUnion,Completed,Manual Review
E0000417,APP100135,2024-08-01,T2,T2,778,794,False,Equifax,Completed,Fraud Verification
E0000418,APP100135,2024-04-19,T1,T1,800,802,False,Experian,Completed,Credit Refresh
E0000419,APP100136,2023-04-29,T3,T3,700,720,False,Equifax,Completed,Re-Pull After Correction
E0000420,APP100136,2023-08-05,T3,T4,692,677,True,Equifax,Completed,Initial Application
E0000421,APP100136,2023-09-07,T3,T3,715,713,False,TransUnion,Completed,Initial Application
E0000422,APP100136,2024-06-24,T3,T3,711,731,False,Equifax,Completed,Initial Application
E0000423,APP100137,2024-10-16,T2,T2,758,743,False,Equifax,Completed,Re-Pull After Correction
E0000424,APP100137,2024-09-14,T3,T3,735,716,False,TransUnion,Completed,Credit Refresh
E0000425,APP100137,2025-07-16,T2,T2,759,742,False,TransUnion,Completed,Fraud Verification
E0000426,APP100137,2025-09-02,T2,T2,769,784,False,TransUnion,Completed,Credit Refresh
E0000427,APP100138,2024-02-21,T3,T3,686,702,False,Experian,Completed,Re-Pull After Correction
E0000428,APP100139,2022-09-26,T2,T2,769,783,False,Experian,Completed,Re-Pull After Correction
E0000429,APP100139,2023-11-30,T2,T2,766,770,False,Experian,Completed,Credit Refresh
E0000430,APP100140,2024-01-30,T4,T4,639,629,False,TransUnion,Completed,Fraud Verification
E0000431,APP100140,2024-06-17,T4,T5,622,616,True,Experian,Completed,Initial Application
E0000432,APP100140,2024-12-14,T4,T4,624,640,False,Experian,Completed,Credit Refresh
E0000433,APP100140,2025-01-20,T4,T4,630,649,False,Equifax,Completed,Fraud Verification
E0000434,APP100141,2023-02-02,T3,T3,694,704,False,Equifax,Completed,Fraud Verification
E0000435,APP100141,2023-08-14,T3,T3,705,724,False,TransUnion,Completed,Credit Refresh
E0000436,APP100141,2023-09-12,T4,T4,665,658,False,Experian,Completed,Re-Pull After Correction
E0000437,APP100142,2023-01-27,T5,T5,358,350,False,Experian,Error,Initial Application
E0000438,APP100142,2024-03-27,T5,T5,382,400,False,Experian,Completed,Manual Review
E0000439,APP100142,2024-05-02,T5,T5,355,371,False,Experian,Completed,Re-Pull After Correction
E0000440,APP100143,2023-08-23,T3,T3,717,729,False,Experian,Completed,Credit Refresh
E0000441,APP100143,2024-03-27,T3,T3,702,698,False,TransUnion,Completed,Credit Refresh
E0000442,APP100143,2024-01-02,T3,T3,722,727,False,TransUnion,Completed,Initial Application
E0000443,APP100143,2024-12-03,T3,T3,700,687,False,Equifax,Completed,Fraud Verification
E0000444,APP100143,2024-10-15,T3,T3,720,709,False,Experian,Completed,Re-Pull After Correction
E0000445,APP100144,2025-02-19,T2,T2,777,759,False,TransUnion,Completed,Fraud Verification
E0000446,APP100144,2025-03-05,T2,T2,775,789,False,TransUnion,Completed,Initial Application
E0000447,APP100144,2024-11-14,T2,T2,775,771,False,Experian,Error,Manual Review
E0000448,APP100144,2025-02-22,T2,T2,770,762,False,TransUnion,Completed,Initial Application
E0000449,APP100144,2025-08-18,T2,T3,755,738,True,Experian,Completed,Credit Refresh
E0000450,APP100145,2023-04-29,T4,T4,673,656,False,TransUnion,Completed,Credit Refresh
E0000451,APP100145,2023-08-11,T4,T4,624,641,False,TransUnion,Completed,Credit Refresh
E0000452,APP100145,2023-12-07,T4,T4,659,667,False,Experian,Completed,Re-Pull After Correction
E0000453,APP100145,2024-03-05,T4,T4,636,643,False,Experian,Completed,Credit Refresh
E0000454,APP100145,2024-09-14,T4,T4,668,665,False,Experian,Completed,Manual Review
E0000455,APP100146,2026-01-10,T4,T4,651,637,False,Equifax,Completed,Re-Pull After Correction
E0000456,APP100147,2025-05-09,T2,T2,789,788,False,Experian,Completed,Credit Refresh
E0000457,APP100147,2025-09-15,T1,T1,813,806,False,Experian,Completed,Credit Refresh
E0000458,APP100147,2025-10-21,T1,T1,801,802,False,Experian,Completed,Re-Pull After Correction
E0000459,APP100147,2026-03-20,T1,T1,823,803,False,TransUnion,Completed,Fraud Verification
E0000460,APP100148,2024-11-20,T4,T3,669,689,True,Equifax,Pending,Re-Pull After Correction
E0000461,APP100148,2024-08-16,T4,T4,653,641,False,Equifax,Error,Credit Refresh
E0000462,APP100148,2024-12-18,T4,T4,639,625,False,TransUnion,Completed,Re-Pull After Correction
E0000463,APP100148,2025-07-01,T4,T4,624,623,False,Experian,Completed,Re-Pull After Correction
E0000464,APP100149,2024-02-10,T1,T1,817,824,False,Experian,Completed,Manual Review
E0000465,APP100149,2024-07-26,T1,T1,832,819,False,Experian,Completed,Initial Application
E0000466,APP100150,2023-04-17,T3,T3,683,681,False,Experian,Completed,Re-Pull After Correction
E0000467,APP100151,2025-07-30,T5,T5,345,341,False,Experian,Completed,Initial Application
E0000468,APP100152,2023-12-08,T3,T3,726,709,False,Equifax,Completed,Fraud Verification
E0000469,APP100153,2025-05-24,T2,T2,785,769,False,Equifax,Completed,Re-Pull After Correction
E0000470,APP100153,2026-02-05,T2,T3,751,737,True,Equifax,Completed,Initial Application
E0000471,APP100153,2025-11-10,T2,T2,779,780,False,TransUnion,Completed,Initial Application
E0000472,APP100153,2026-04-22,T2,T2,758,751,False,TransUnion,Completed,Fraud Verification
E0000473,APP100153,2026-04-12,T2,T2,748,744,False,Experian,Completed,Re-Pull After Correction
E0000474,APP100154,2023-06-28,T2,T2,748,763,False,Equifax,Completed,Fraud Verification
E0000475,APP100154,2024-02-06,T3,T3,736,736,False,Equifax,Completed,Re-Pull After Correction
E0000476,APP100154,2023-08-19,T2,T2,748,756,False,Experian,Completed,Initial Application
E0000477,APP100154,2023-12-24,T2,T2,753,769,False,Equifax,Completed,Fraud Verification
E0000478,APP100154,2024-07-22,T2,T2,768,765,False,Experian,Completed,Initial Application
E0000479,APP100155,2024-05-27,T5,T5,614,611,False,Equifax,Completed,Re-Pull After Correction
E0000480,APP100155,2024-06-19,T4,T4,642,646,False,Equifax,Completed,Re-Pull After Correction
E0000481,APP100155,2024-06-22,T4,T4,628,629,False,TransUnion,Resubmitted,Manual Review
E0000482,APP100155,2024-07-25,T4,T4,637,636,False,Experian,Completed,Fraud Verification
E0000483,APP100156,2024-07-04,T2,T3,743,727,True,TransUnion,Completed,Fraud Verification
E0000484,APP100156,2025-01-11,T2,T2,740,758,False,Experian,Completed,Re-Pull After Correction
E0000485,APP100156,2025-07-13,T2,T2,749,760,False,Equifax,Error,Credit Refresh
E0000486,APP100156,2025-02-09,T2,T2,742,759,False,Equifax,Completed,Initial Application
E0000487,APP100156,2025-09-29,T2,T2,762,756,False,TransUnion,Completed,Manual Review
E0000488,APP100157,2022-12-12,T4,T4,642,655,False,TransUnion,Completed,Fraud Verification
E0000489,APP100157,2023-04-24,T4,T4,622,635,False,Equifax,Pending,Re-Pull After Correction
E0000490,APP100157,2023-09-17,T4,T4,645,635,False,Equifax,Completed,Re-Pull After Correction
E0000491,APP100157,2023-11-17,T4,T4,645,626,False,Equifax,Completed,Initial Application
E0000492,APP100158,2024-07-09,T4,T4,631,627,False,TransUnion,Completed,Initial Application
E0000493,APP100158,2024-12-31,T4,T4,634,634,False,TransUnion,Completed,Fraud Verification
E0000494,APP100158,2024-11-17,T5,T5,608,600,False,Equifax,Pending,Fraud Verification
E0000495,APP100158,2025-05-29,T4,T4,629,644,False,TransUnion,Completed,Credit Refresh
E0000496,APP100158,2025-10-10,T4,T4,632,620,False,Experian,Completed,Initial Application
E0000497,APP100159,2024-08-16,T5,T5,555,562,False,Equifax,Completed,Fraud Verification
E0000498,APP100159,2025-03-25,T5,T5,570,568,False,TransUnion,Completed,Fraud Verification
E0000499,APP100159,2025-10-13,T5,T5,561,565,False,TransUnion,Completed,Credit Refresh
E0000500,APP100159,2025-11-13,T5,T5,591,572,False,Experian,Completed,Credit Refresh
E0000501,APP100159,2025-09-08,T5,T5,567,562,False,TransUnion,Completed,Fraud Verification
E0000502,APP100160,2024-06-03,T2,T2,758,759,False,Experian,Resubmitted,Initial Application
E0000503,APP100160,2024-04-27,T2,T2,762,776,False,Experian,Completed,Initial Application
E0000504,APP100160,2024-08-27,T2,T2,757,774,False,Equifax,Completed,Fraud Verification
E0000505,APP100160,2024-09-18,T2,T3,741,724,True,TransUnion,Completed,Manual Review
E0000506,APP100160,2024-11-14,T3,T3,732,719,False,Experian,Completed,Re-Pull After Correction
E0000507,APP100161,2023-11-14,T3,T3,684,697,False,Experian,Completed,Credit Refresh
E0000508,APP100162,2025-10-23,T3,T3,691,697,False,TransUnion,Completed,Manual Review
E0000509,APP100162,2026-06-15,T3,T3,694,700,False,Equifax,Completed,Re-Pull After Correction
E0000510,APP100162,2026-03-11,T3,T3,720,713,False,Experian,Pending,Manual Review
E0000511,APP100163,2023-08-18,T2,T2,758,768,False,Equifax,Completed,Initial Application
E0000512,APP100163,2023-11-05,T2,T2,780,763,False,Equifax,Completed,Initial Application
E0000513,APP100163,2024-02-29,T2,T1,791,801,True,Experian,Completed,Fraud Verification
E0000514,APP100163,2024-05-03,T2,T2,758,761,False,Experian,Completed,Manual Review
E0000515,APP100164,2023-10-07,T4,T4,627,627,False,Experian,Completed,Manual Review
E0000516,APP100164,2023-06-20,T4,T3,673,687,True,Equifax,Completed,Re-Pull After Correction
E0000517,APP100164,2023-09-24,T4,T4,628,640,False,TransUnion,Error,Re-Pull After Correction
E0000518,APP100164,2024-06-06,T4,T4,651,638,False,Experian,Completed,Initial Application
E0000519,APP100165,2025-07-11,T4,T4,639,640,False,Experian,Completed,Credit Refresh
E0000520,APP100166,2024-03-04,T1,T1,826,833,False,Equifax,Completed,Manual Review
E0000521,APP100167,2024-06-26,T2,T2,777,779,False,Equifax,Resubmitted,Fraud Verification
E0000522,APP100167,2024-10-10,T2,T2,785,792,False,Experian,Resubmitted,Credit Refresh
E0000523,APP100167,2025-04-08,T1,T1,806,816,False,Experian,Completed,Re-Pull After Correction
E0000524,APP100167,2025-02-20,T2,T2,777,775,False,TransUnion,Completed,Re-Pull After Correction
E0000525,APP100167,2025-10-04,T2,T2,775,770,False,Equifax,Completed,Re-Pull After Correction
E0000526,APP100168,2024-01-14,T1,T1,850,842,False,TransUnion,Pending,Re-Pull After Correction
E0000527,APP100168,2023-10-17,T1,T1,823,804,False,Equifax,Completed,Fraud Verification
E0000528,APP100168,2023-12-27,T1,T1,850,850,False,Experian,Completed,Manual Review
E0000529,APP100168,2024-10-27,T1,T1,850,830,False,Equifax,Completed,Re-Pull After Correction
E0000530,APP100168,2024-09-09,T1,T1,817,807,False,Equifax,Completed,Initial Application
E0000531,APP100169,2025-03-08,T3,T3,718,713,False,TransUnion,Completed,Initial Application
E0000532,APP100169,2025-10-24,T3,T3,686,694,False,Experian,Completed,Fraud Verification
E0000533,APP100169,2026-05-14,T3,T3,721,721,False,Equifax,Completed,Fraud Verification
E0000534,APP100170,2024-05-02,T3,T4,687,673,True,TransUnion,Completed,Initial Application
E0000535,APP100171,2025-06-17,T1,T1,849,846,False,Equifax,Completed,Re-Pull After Correction
E0000536,APP100171,2025-06-24,T1,T1,850,830,False,Experian,Completed,Re-Pull After Correction
E0000537,APP100171,2026-03-05,T1,T1,829,837,False,Equifax,Completed,Manual Review
E0000538,APP100172,2022-12-11,T1,T1,824,841,False,Experian,Completed,Re-Pull After Correction
E0000539,APP100173,2025-11-16,T5,T5,381,364,False,Experian,Completed,Re-Pull After Correction
E0000540,APP100174,2024-07-19,T2,T2,770,760,False,Experian,Completed,Fraud Verification
E0000541,APP100175,2024-04-13,T2,T1,789,800,True,Equifax,Resubmitted,Manual Review
E0000542,APP100175,2023-12-22,T2,T2,750,741,False,TransUnion,Completed,Credit Refresh
E0000543,APP100175,2025-05-21,T2,T2,787,769,False,TransUnion,Completed,Re-Pull After Correction
E0000544,APP100176,2025-07-17,T5,T5,593,590,False,Equifax,Completed,Manual Review
E0000545,APP100176,2026-05-13,T5,T5,582,562,False,Experian,Completed,Initial Application
E0000546,APP100177,2023-03-28,T4,T4,642,662,False,Experian,Completed,Manual Review
E0000547,APP100177,2024-03-23,T5,T5,618,603,False,Experian,Completed,Fraud Verification
E0000548,APP100177,2024-07-08,T4,T5,621,613,True,Equifax,Completed,Manual Review
E0000549,APP100178,2024-09-07,T3,T3,732,718,False,Experian,Completed,Credit Refresh
E0000550,APP100178,2024-12-19,T2,T2,742,744,False,Experian,Completed,Manual Review
E0000551,APP100178,2025-04-03,T3,T2,738,755,True,TransUnion,Completed,Initial Application
E0000552,APP100179,2025-06-25,T3,T3,699,710,False,Experian,Completed,Initial Application
E0000553,APP100179,2026-08-02,T3,T3,710,729,False,Experian,Completed,Fraud Verification
E0000554,APP100179,2026-06-30,T3,T3,698,693,False,TransUnion,Completed,Credit Refresh
E0000555,APP100179,2026-01-15,T3,T3,690,686,False,Equifax,Completed,Initial Application
E0000556,APP100179,2026-04-02,T3,T3,722,738,False,Experian,Completed,Manual Review
E0000557,APP100180,2024-09-24,T4,T4,641,641,False,TransUnion,Completed,Re-Pull After Correction
E0000558,APP100180,2024-10-24,T3,T3,688,701,False,TransUnion,Completed,Initial Application
E0000559,APP100180,2024-05-13,T4,T4,641,643,False,Equifax,Pending,Credit Refresh
E0000560,APP100180,2024-11-23,T4,T4,659,650,False,TransUnion,Completed,Re-Pull After Correction
E0000561,APP100180,2025-05-05,T3,T3,686,696,False,Experian,Completed,Fraud Verification
E0000562,APP100181,2025-10-21,T4,T3,678,691,True,Experian,Completed,Initial Application
E0000563,APP100181,2026-03-04,T3,T4,680,663,True,TransUnion,Completed,Credit Refresh
E0000564,APP100181,2026-04-04,T4,T4,678,664,False,Equifax,Completed,Re-Pull After Correction
E0000565,APP100182,2023-10-22,T4,T4,663,671,False,Experian,Completed,Initial Application
E0000566,APP100182,2023-01-01,T4,T4,649,666,False,TransUnion,Completed,Re-Pull After Correction
E0000567,APP100183,2026-09-19,T1,T1,831,844,False,Equifax,Pending,Manual Review
E0000568,APP100184,2024-04-08,T4,T4,644,625,False,Equifax,Completed,Fraud Verification
E0000569,APP100184,2024-01-29,T4,T4,672,655,False,Equifax,Completed,Fraud Verification
E0000570,APP100184,2024-08-08,T4,T4,665,657,False,Equifax,Completed,Fraud Verification
E0000571,APP100185,2025-06-11,T1,T1,850,850,False,Equifax,Completed,Manual Review
E0000572,APP100185,2025-01-29,T1,T1,842,841,False,Experian,Completed,Fraud Verification
E0000573,APP100185,2026-03-30,T1,T1,841,850,False,Equifax,Completed,Manual Review
E0000574,APP100185,2026-03-04,T1,T1,850,837,False,Equifax,Completed,Manual Review
E0000575,APP100185,2026-03-04,T1,T1,850,839,False,Experian,Completed,Fraud Verification
E0000576,APP100186,2025-04-28,T1,T1,809,806,False,Experian,Completed,Manual Review
E0000577,APP100186,2026-01-01,T2,T2,771,788,False,TransUnion,Completed,Credit Refresh
E0000578,APP100186,2026-04-27,T2,T2,780,773,False,Experian,Completed,Credit Refresh
E0000579,APP100187,2023-07-24,T2,T2,765,767,False,Equifax,Completed,Manual Review
E0000580,APP100187,2023-10-20,T2,T3,741,730,True,Equifax,Resubmitted,Initial Application
E0000581,APP100187,2024-04-23,T3,T3,723,737,False,TransUnion,Completed,Re-Pull After Correction
E0000582,APP100187,2024-02-28,T2,T2,763,779,False,Equifax,Completed,Credit Refresh
E0000583,APP100187,2024-08-06,T3,T3,729,733,False,Experian,Completed,Initial Application
E0000584,APP100188,2023-05-06,T3,T3,712,706,False,Experian,Completed,Re-Pull After Correction
E0000585,APP100188,2023-05-21,T3,T3,706,687,False,TransUnion,Pending,Credit Refresh
E0000586,APP100188,2023-12-23,T3,T4,686,677,True,TransUnion,Completed,Initial Application
E0000587,APP100188,2024-01-16,T4,T4,671,655,False,Experian,Completed,Fraud Verification
E0000588,APP100189,2025-04-11,T5,T5,488,500,False,Equifax,Completed,Manual Review
E0000589,APP100189,2025-11-18,T5,T5,491,503,False,Equifax,Completed,Credit Refresh
E0000590,APP100189,2026-07-03,T5,T5,512,522,False,TransUnion,Completed,Initial Application
E0000591,APP100190,2026-03-29,T4,T3,666,681,True,Experian,Completed,Credit Refresh
E0000592,APP100190,2025-09-07,T4,T4,643,637,False,Equifax,Completed,Manual Review
E0000593,APP100190,2025-12-20,T4,T4,654,673,False,Equifax,Completed,Re-Pull After Correction
E0000594,APP100190,2026-02-01,T4,T4,646,636,False,TransUnion,Completed,Credit Refresh
E0000595,APP100191,2023-10-18,T4,T4,659,670,False,Equifax,Completed,Manual Review
E0000596,APP100191,2023-07-20,T4,T4,647,662,False,TransUnion,Completed,Re-Pull After Correction
E0000597,APP100191,2024-03-22,T4,T4,647,641,False,TransUnion,Completed,Initial Application
E0000598,APP100191,2024-10-25,T4,T4,654,645,False,Equifax,Completed,Fraud Verification
E0000599,APP100191,2024-10-30,T4,T4,658,653,False,Experian,Completed,Fraud Verification
E0000600,APP100192,2024-10-27,T1,T1,834,815,False,TransUnion,Completed,Initial Application
E0000601,APP100192,2024-10-17,T1,T1,850,831,False,TransUnion,Completed,Manual Review
E0000602,APP100192,2024-12-09,T1,T2,812,794,True,Equifax,Error,Manual Review
E0000603,APP100192,2025-03-17,T1,T1,827,837,False,Experian,Completed,Manual Review
E0000604,APP100193,2023-06-14,T2,T2,756,762,False,Experian,Pending,Re-Pull After Correction
E0000605,APP100193,2023-08-08,T3,T2,735,750,True,Experian,Completed,Credit Refresh
