application_id,annual_income_usd,employment_duration_months,credit_risk_tier,fico_score,region_state,requested_amount_usd,product_code,dti_pct,military_scra_flag,bankruptcy_last_7y_flag,collections_past_12_months_flag,preliminary_decision,date
APP100204,"$126,178 ",295,T4,653,NC,"$1,437 ",CRD-SC,23.8,FALSE,FALSE,FALSE,Review,5/15/2026
APP100205,"$113,455 ",38,T2,755,CA,$682 ,CRD-SC,18,FALSE,FALSE,FALSE,Approved,8/6/2025
APP100206,"$157,583 ",223,T3,710,NC,"$42,394 ",AUT-TT,27.2,FALSE,FALSE,TRUE,Review,6/22/2026
APP100207,"$36,488 ",141,T3,685,TX,"$2,196 ",CRD-SC,27.5,FALSE,FALSE,FALSE,Review,9/14/2025
APP100208,"$109,422 ",289,T3,682,CA,"$9,830 ",CRD-ST,17.3,TRUE,FALSE,FALSE,Review,1/4/2026
APP100209,"$145,377 ",77,T3,691,CA,"$5,579 ",CRD-ST,34.4,FALSE,FALSE,TRUE,Review,5/26/2025
APP100210,"$116,465 ",236,T3,727,FL,"$299,570 ",MTG-FH,21.6,FALSE,FALSE,FALSE,Review,7/19/2025
APP100211,"$194,707 ",247,T3,682,NC,"$11,933 ",CRD-ST,35.5,FALSE,FALSE,FALSE,Review,10/25/2026
APP100212,"$190,343 ",359,T3,711,FL,"$1,068,824 ",MTG-JB,28.6,FALSE,FALSE,FALSE,Review,8/24/2024
APP100213,"$239,174 ",187,T2,788,FL,"$7,200 ",CRD-ST,23.2,TRUE,FALSE,FALSE,Approved,11/1/2024
APP100214,"$242,962 ",198,T4,679,CA,"$36,387 ",AUT-TR,48.9,FALSE,FALSE,TRUE,Review,6/5/2024
APP100215,"$57,992 ",22,T2,766,TX,"$1,759,867 ",MTG-JB,19.6,FALSE,FALSE,FALSE,Approved,6/18/2026
APP100216,"$46,645 ",170,T4,667,CA,$511 ,CRD-SC,41,FALSE,TRUE,FALSE,Review,3/29/2024
APP100217,"$223,240 ",262,T5,536,TX,"$417,878 ",MTG-FH,53.2,FALSE,FALSE,FALSE,Declined,1/17/2025
APP100218,"$135,142 ",331,T2,794,FL,"$33,817 ",AUT-SP,22.6,FALSE,FALSE,FALSE,Approved,3/8/2026
APP100219,"$116,280 ",73,T3,732,CA,"$39,251 ",AUT-TT,16.3,FALSE,FALSE,FALSE,Review,2/1/2024
APP100220,"$172,018 ",226,T3,713,TX,"$241,183 ",MTG-FH,40.2,TRUE,FALSE,FALSE,Review,12/10/2026
APP100221,"$153,079 ",180,T3,738,FL,"$72,241 ",AUT-TR,38.8,FALSE,FALSE,TRUE,Review,6/16/2025
APP100222,"$161,662 ",125,T1,822,TX,"$15,162 ",CRD-EL,11.8,FALSE,FALSE,FALSE,Approved,3/28/2025
APP100223,"$173,081 ",247,T3,702,FL,"$43,872 ",AUT-TR,21.3,FALSE,FALSE,TRUE,Review,7/28/2024
APP100224,"$174,229 ",52,T5,430,CA,"$1,030,550 ",MTG-JB,50.9,FALSE,FALSE,TRUE,Declined,5/1/2026
APP100225,"$67,908 ",7,T3,699,NC,"$2,578 ",CRD-ST,33.8,FALSE,FALSE,FALSE,Review,7/31/2026
APP100226,"$196,613 ",246,T5,605,CA,"$29,363 ",AUT-TR,28.5,FALSE,FALSE,TRUE,Declined,7/2/2026
APP100227,"$64,779 ",131,T4,673,NC,"$5,063 ",CRD-EL,30,FALSE,TRUE,FALSE,Review,6/13/2026
APP100228,"$114,054 ",241,T5,421,FL,"$484,843 ",MTG-CV,41.7,FALSE,FALSE,TRUE,Declined,1/14/2025
APP100229,"$81,979 ",65,T3,734,FL,"$1,782 ",CRD-SC,32.5,FALSE,FALSE,FALSE,Review,10/17/2024
APP100230,"$183,747 ",155,T4,661,TX,"$233,004 ",MTG-CV,21,FALSE,FALSE,FALSE,Review,5/15/2026
APP100231,"$92,031 ",247,T5,369,NC,"$44,414 ",AUT-TT,51.3,FALSE,FALSE,FALSE,Declined,11/1/2026
APP100232,"$163,228 ",142,T5,523,NC,"$1,692,356 ",MTG-JB,49.7,FALSE,FALSE,FALSE,Declined,11/2/2025
APP100233,"$184,508 ",34,T1,832,TX,"$1,265,380 ",MTG-JB,17,FALSE,FALSE,FALSE,Approved,6/18/2026
APP100234,"$137,867 ",32,T2,784,FL,"$1,141 ",CRD-ST,25,FALSE,FALSE,FALSE,Approved,5/2/2024
APP100235,"$73,155 ",195,T3,736,NC,"$45,228 ",CRD-EL,24.2,FALSE,FALSE,FALSE,Review,7/1/2026
APP100236,"$115,532 ",270,T5,487,TX,"$231,669 ",MTG-CV,49.6,FALSE,TRUE,FALSE,Declined,2/16/2026
APP100237,"$163,288 ",351,T3,701,TX,"$21,204 ",AUT-SP,32.8,FALSE,FALSE,FALSE,Review,3/2/2026
APP100238,"$225,209 ",341,T5,611,TX,$857 ,CRD-SC,28.9,FALSE,FALSE,TRUE,Declined,1/29/2026
APP100239,"$54,022 ",150,T4,661,FL,"$898,490 ",MTG-JB,21.8,FALSE,FALSE,FALSE,Review,9/7/2025
APP100240,"$127,660 ",40,T2,742,FL,"$7,804 ",CRD-ST,12.1,FALSE,FALSE,FALSE,Approved,10/7/2026
APP100241,"$178,255 ",187,T1,800,TX,"$55,466 ",AUT-TT,18.9,FALSE,FALSE,FALSE,Approved,4/19/2025
APP100242,"$227,884 ",275,T2,797,NC,"$5,665 ",CRD-ST,22.9,FALSE,FALSE,FALSE,Approved,7/18/2024
APP100243,"$236,317 ",89,T2,748,NC,"$23,291 ",AUT-TR,32.8,FALSE,FALSE,FALSE,Approved,10/16/2026
APP100244,"$179,820 ",251,T5,396,TX,"$9,027 ",CRD-ST,54.1,FALSE,FALSE,TRUE,Declined,10/27/2026
APP100245,"$125,222 ",345,T2,778,NC,"$606,538 ",MTG-CV,22,FALSE,FALSE,FALSE,Approved,9/8/2025
APP100246,"$110,243 ",155,T4,649,TX,"$694,665 ",MTG-CV,22,FALSE,FALSE,TRUE,Review,12/13/2026
APP100247,"$117,629 ",313,T4,631,NC,"$56,377 ",AUT-TT,39.4,FALSE,FALSE,FALSE,Review,7/20/2025
APP100248,"$40,067 ",154,T4,668,TX,"$33,643 ",AUT-SP,45.5,FALSE,FALSE,FALSE,Review,6/6/2024
APP100249,"$224,761 ",100,T5,564,NC,"$1,351,204 ",MTG-JB,34.4,FALSE,TRUE,TRUE,Declined,9/24/2025
APP100250,"$223,468 ",306,T2,771,TX,"$182,017 ",MTG-FH,19.8,FALSE,FALSE,FALSE,Approved,2/7/2025
APP100251,"$106,232 ",336,T4,678,FL,"$84,545 ",AUT-TR,40.6,FALSE,FALSE,TRUE,Review,3/14/2025
APP100252,"$196,603 ",134,T4,635,TX,"$1,572 ",CRD-SC,46.6,FALSE,FALSE,FALSE,Review,8/27/2025
APP100253,"$196,408 ",198,T2,761,NC,"$981,964 ",MTG-JB,17.7,FALSE,FALSE,FALSE,Approved,6/2/2024
APP100254,"$71,372 ",69,T3,721,TX,"$14,568 ",AUT-SP,38.4,FALSE,FALSE,FALSE,Review,10/29/2026
APP100255,"$196,515 ",181,T2,762,CA,"$356,686 ",MTG-CV,31.5,FALSE,FALSE,FALSE,Approved,9/12/2026
APP100256,"$185,348 ",23,T3,719,TX,"$42,403 ",CRD-EL,37.3,FALSE,FALSE,FALSE,Review,9/28/2026
APP100257,"$48,446 ",266,T5,346,FL,"$450,233 ",MTG-CV,54,FALSE,FALSE,FALSE,Declined,3/14/2026
APP100258,"$35,370 ",181,T5,371,CA,"$292,541 ",MTG-FH,32.6,FALSE,TRUE,FALSE,Declined,6/15/2025
APP100259,"$63,277 ",178,T2,785,CA,"$11,564 ",CRD-EL,15.1,FALSE,FALSE,TRUE,Approved,11/20/2026
APP100260,"$197,039 ",314,T4,633,NC,"$358,947 ",MTG-FH,37.7,FALSE,TRUE,FALSE,Review,9/6/2025
APP100261,"$96,253 ",294,T2,757,TX,"$779,074 ",MTG-CV,16.2,FALSE,FALSE,FALSE,Approved,3/2/2024
APP100262,"$116,057 ",70,T2,768,TX,"$651,538 ",MTG-CV,30.9,FALSE,FALSE,FALSE,Approved,9/8/2025
APP100263,"$238,126 ",123,T2,799,NC,"$1,135 ",CRD-SC,14.5,TRUE,FALSE,FALSE,Approved,3/10/2025
APP100264,"$57,629 ",240,T5,302,NC,"$17,926 ",AUT-SP,47.5,FALSE,FALSE,TRUE,Declined,4/19/2024
APP100265,"$208,113 ",223,T3,684,FL,"$26,719 ",AUT-SP,32.2,FALSE,FALSE,FALSE,Review,6/3/2026
APP100266,"$68,911 ",338,T4,652,TX,"$1,718 ",CRD-SC,48.4,FALSE,FALSE,FALSE,Review,6/6/2026
APP100267,"$239,124 ",316,T5,333,NC,"$38,042 ",CRD-EL,57.2,FALSE,FALSE,TRUE,Declined,5/7/2025
APP100268,"$120,728 ",108,T1,839,TX,"$4,078 ",CRD-ST,15.4,FALSE,FALSE,FALSE,Approved,9/23/2026
APP100269,"$114,893 ",107,T4,641,NC,"$40,574 ",AUT-TR,22.3,FALSE,FALSE,FALSE,Review,8/13/2024
APP100270,"$108,701 ",260,T5,598,FL,"$53,974 ",AUT-TT,43.8,FALSE,FALSE,FALSE,Declined,7/10/2026
APP100271,"$124,658 ",346,T5,586,TX,"$30,768 ",CRD-EL,54.5,FALSE,TRUE,TRUE,Declined,5/14/2024
APP100272,"$80,098 ",333,T4,676,FL,"$21,477 ",AUT-SP,27,FALSE,FALSE,TRUE,Review,11/24/2025
APP100273,"$91,016 ",184,T2,783,TX,"$586,517 ",MTG-CV,21,FALSE,FALSE,FALSE,Approved,1/1/2024
APP100274,"$103,124 ",314,T3,709,CA,"$40,207 ",AUT-TR,31.8,FALSE,FALSE,FALSE,Review,3/5/2025
APP100275,"$45,547 ",284,T3,716,TX,"$34,908 ",AUT-SP,32.6,FALSE,FALSE,FALSE,Review,11/20/2026
APP100276,"$54,429 ",37,T3,703,NC,"$23,193 ",AUT-TR,15.6,FALSE,FALSE,FALSE,Review,7/20/2024
APP100277,"$53,202 ",161,T2,776,NC,"$16,263 ",AUT-TT,29.6,FALSE,FALSE,FALSE,Approved,8/29/2024
APP100278,"$132,653 ",346,T5,575,NC,"$365,190 ",MTG-CV,33.2,FALSE,FALSE,TRUE,Declined,6/30/2026
APP100279,"$43,199 ",161,T2,748,CA,"$320,445 ",MTG-FH,23.5,TRUE,FALSE,FALSE,Approved,6/13/2025
APP100280,"$147,295 ",277,T1,815,CA,"$64,724 ",AUT-TR,22.9,FALSE,FALSE,FALSE,Approved,1/24/2026
APP100281,"$99,524 ",136,T1,821,TX,"$6,555 ",CRD-ST,8.5,FALSE,FALSE,FALSE,Approved,10/15/2026
APP100282,"$97,286 ",77,T3,730,TX,"$23,241 ",AUT-TR,17.3,FALSE,FALSE,FALSE,Review,12/26/2026
APP100283,"$249,074 ",285,T3,702,TX,"$4,881 ",CRD-ST,27.7,FALSE,FALSE,FALSE,Review,1/23/2025
APP100284,"$67,585 ",136,T4,643,NC,"$2,673 ",CRD-SC,42,FALSE,FALSE,TRUE,Review,2/11/2025
APP100285,"$131,070 ",50,T2,794,CA,"$16,808 ",CRD-EL,30.3,TRUE,FALSE,FALSE,Approved,9/16/2025
APP100286,"$76,248 ",80,T3,701,TX,"$1,389 ",CRD-SC,20,FALSE,FALSE,FALSE,Review,7/7/2026
APP100287,"$35,072 ",7,T4,643,TX,"$414,288 ",MTG-CV,28.9,FALSE,FALSE,TRUE,Review,2/18/2024
APP100288,"$49,014 ",304,T3,736,NC,"$448,183 ",MTG-FH,24.5,FALSE,FALSE,FALSE,Review,6/13/2026
APP100289,"$234,172 ",337,T5,583,NC,"$8,444 ",AUT-SP,59.6,FALSE,FALSE,FALSE,Declined,5/27/2024
APP100290,"$160,547 ",343,T4,639,CA,"$14,288 ",AUT-TT,48.1,FALSE,FALSE,FALSE,Review,6/4/2025
APP100291,"$107,543 ",15,T2,795,FL,"$79,224 ",AUT-TR,31,FALSE,FALSE,FALSE,Approved,4/7/2026
APP100292,"$132,822 ",94,T5,488,NC,"$39,500 ",CRD-EL,50,FALSE,FALSE,FALSE,Declined,6/21/2026
APP100293,"$88,162 ",207,T4,647,TX,"$13,809 ",AUT-SP,47.9,FALSE,FALSE,FALSE,Review,8/11/2024
APP100294,"$161,500 ",221,T4,660,CA,"$38,140 ",AUT-TT,30.4,FALSE,FALSE,FALSE,Review,11/28/2025
APP100295,"$186,231 ",163,T2,755,FL,"$22,784 ",AUT-SP,33.1,FALSE,FALSE,FALSE,Approved,5/19/2024
APP100296,"$176,214 ",266,T2,757,FL,"$345,802 ",MTG-FH,12.7,FALSE,FALSE,FALSE,Approved,4/21/2024
APP100297,"$172,984 ",176,T1,809,TX,"$1,344 ",CRD-SC,21.7,FALSE,FALSE,FALSE,Approved,3/26/2025
APP100298,"$137,643 ",113,T4,669,FL,"$1,194,225 ",MTG-JB,44,FALSE,FALSE,FALSE,Review,6/21/2026
APP100299,"$201,970 ",324,T4,658,TX,"$1,625,336 ",MTG-JB,31.5,FALSE,FALSE,FALSE,Review,9/14/2025
APP100300,"$136,952 ",22,T2,790,CA,"$307,831 ",MTG-FH,24.7,FALSE,FALSE,FALSE,Approved,3/26/2026
APP100301,"$247,050 ",181,T4,635,NC,"$15,647 ",CRD-EL,31.5,FALSE,FALSE,FALSE,Review,5/18/2024
APP100302,"$170,713 ",326,T3,712,NC,"$166,617 ",MTG-FH,22,FALSE,FALSE,FALSE,Review,11/3/2025
APP100303,"$113,749 ",222,T4,668,FL,"$12,292 ",CRD-ST,21.9,FALSE,FALSE,TRUE,Review,1/26/2026
APP100304,"$226,224 ",60,T1,835,NC,"$1,846,516 ",MTG-JB,13.7,FALSE,FALSE,FALSE,Approved,6/12/2024
APP100305,"$72,785 ",237,T3,696,TX,"$18,691 ",AUT-TT,29,FALSE,FALSE,FALSE,Review,11/11/2026
APP100306,"$239,156 ",51,T3,723,NC,"$14,932 ",AUT-TT,30.1,FALSE,FALSE,FALSE,Review,2/2/2026
APP100307,"$211,673 ",217,T2,758,FL,"$38,058 ",AUT-TR,28.9,FALSE,FALSE,FALSE,Approved,1/27/2024
APP100308,"$248,316 ",38,T5,481,FL,"$602,386 ",MTG-CV,59.3,TRUE,FALSE,FALSE,Declined,11/25/2025
APP100309,"$160,024 ",72,T4,678,TX,"$6,931 ",CRD-ST,46.1,FALSE,FALSE,FALSE,Review,12/7/2024
APP100310,"$238,373 ",280,T3,685,CA,"$555,575 ",MTG-CV,20.1,TRUE,FALSE,FALSE,Review,8/10/2025
APP100311,"$81,219 ",217,T4,627,TX,"$1,684,409 ",MTG-JB,49.9,FALSE,FALSE,FALSE,Review,4/20/2024
APP100312,"$169,954 ",72,T3,694,CA,"$1,352,007 ",MTG-JB,31.7,FALSE,FALSE,TRUE,Review,8/25/2026
APP100313,"$107,214 ",111,T2,747,FL,"$20,690 ",AUT-TR,32.6,FALSE,FALSE,FALSE,Approved,5/10/2025
APP100314,"$189,093 ",346,T2,798,CA,"$2,109 ",CRD-SC,18.2,FALSE,FALSE,FALSE,Approved,4/22/2024
APP100315,"$169,118 ",107,T3,703,NC,"$1,046 ",CRD-ST,34.3,FALSE,FALSE,FALSE,Review,7/24/2024
APP100316,"$86,115 ",285,T4,623,NC,"$96,287 ",AUT-TR,34.6,FALSE,TRUE,FALSE,Review,5/12/2026
APP100317,"$90,667 ",342,T2,749,CA,"$2,632 ",CRD-SC,32.2,FALSE,FALSE,FALSE,Approved,1/30/2026
APP100318,"$79,162 ",319,T3,683,FL,"$248,302 ",MTG-FH,33.2,FALSE,FALSE,FALSE,Review,6/15/2024
APP100319,"$171,753 ",32,T2,746,CA,"$470,900 ",MTG-FH,31.5,FALSE,FALSE,FALSE,Approved,6/18/2026
APP100320,"$75,468 ",335,T3,726,FL,"$49,728 ",CRD-EL,27.8,FALSE,FALSE,FALSE,Review,11/17/2024
APP100321,"$158,381 ",89,T3,689,CA,"$31,665 ",AUT-SP,32.6,FALSE,FALSE,FALSE,Review,6/26/2025
APP100322,"$191,250 ",250,T3,680,NC,"$49,154 ",AUT-TR,35.5,FALSE,FALSE,FALSE,Review,1/5/2024
APP100323,"$159,205 ",22,T2,756,CA,"$14,827 ",AUT-SP,27,FALSE,FALSE,FALSE,Approved,10/19/2026
APP100324,"$61,862 ",111,T4,629,FL,"$702,250 ",MTG-CV,35.4,TRUE,FALSE,FALSE,Review,9/15/2025
APP100325,"$63,298 ",152,T2,774,TX,"$10,865 ",AUT-SP,19.5,FALSE,FALSE,FALSE,Approved,5/25/2025
APP100326,"$35,343 ",26,T3,731,CA,"$23,199 ",CRD-EL,21.6,FALSE,FALSE,FALSE,Review,4/1/2026
APP100327,"$82,535 ",311,T5,476,CA,"$1,700,261 ",MTG-JB,59.8,FALSE,FALSE,FALSE,Declined,4/11/2025
APP100328,"$157,763 ",146,T3,728,FL,"$1,360,161 ",MTG-JB,37,FALSE,FALSE,FALSE,Review,4/1/2026
APP100329,"$75,724 ",268,T5,478,FL,$462 ,CRD-SC,36.6,FALSE,TRUE,TRUE,Declined,2/10/2025
APP100330,"$155,992 ",184,T2,794,FL,"$1,950 ",CRD-ST,25.6,FALSE,FALSE,FALSE,Approved,5/10/2024
APP100331,"$203,921 ",98,T3,680,TX,"$424,528 ",MTG-CV,39.5,FALSE,FALSE,FALSE,Review,12/4/2026
APP100332,"$73,129 ",33,T2,766,TX,"$487,568 ",MTG-FH,32.1,FALSE,FALSE,FALSE,Approved,4/4/2024
APP100333,"$66,972 ",57,T4,664,FL,"$42,487 ",AUT-TR,48.2,FALSE,FALSE,FALSE,Review,10/28/2024
APP100334,"$181,030 ",91,T1,838,NC,"$1,142,295 ",MTG-JB,25.8,FALSE,FALSE,FALSE,Approved,3/21/2026
APP100335,"$57,317 ",228,T1,803,TX,"$1,039,776 ",MTG-JB,23.2,FALSE,FALSE,FALSE,Approved,4/7/2024
APP100336,"$79,008 ",294,T4,628,CA,"$14,001 ",AUT-SP,27.8,FALSE,FALSE,FALSE,Review,1/11/2026
APP100337,"$194,528 ",86,T3,708,CA,"$42,506 ",AUT-TT,21,FALSE,FALSE,FALSE,Review,10/2/2025
APP100338,"$73,333 ",159,T4,670,FL,"$1,932,225 ",MTG-JB,49.3,FALSE,FALSE,FALSE,Review,12/16/2026
APP100339,"$112,226 ",246,T3,697,NC,"$2,738 ",CRD-SC,34.7,FALSE,FALSE,FALSE,Review,12/17/2026
APP100340,"$190,378 ",17,T4,656,CA,"$38,394 ",AUT-TR,44.3,FALSE,TRUE,FALSE,Review,12/30/2026
APP100341,"$97,679 ",59,T2,748,FL,"$57,770 ",AUT-TR,12.2,FALSE,FALSE,FALSE,Approved,1/7/2024
APP100342,"$247,747 ",285,T2,768,CA,"$34,275 ",CRD-EL,24.1,FALSE,FALSE,FALSE,Approved,3/22/2025
APP100343,"$99,501 ",195,T4,655,NC,"$40,623 ",CRD-EL,31.5,FALSE,FALSE,FALSE,Review,8/12/2024
APP100344,"$49,627 ",312,T1,834,CA,"$36,229 ",AUT-TR,17.7,FALSE,FALSE,FALSE,Approved,11/21/2026
APP100345,"$122,112 ",81,T5,577,FL,"$545,667 ",MTG-CV,26.7,FALSE,FALSE,FALSE,Declined,7/1/2026
APP100346,"$204,532 ",8,T1,843,CA,"$5,507 ",CRD-ST,13.4,FALSE,FALSE,FALSE,Approved,7/15/2026
APP100347,"$105,114 ",76,T4,656,FL,"$641,718 ",MTG-CV,44.9,FALSE,FALSE,FALSE,Review,3/18/2024
APP100348,"$74,563 ",200,T2,798,NC,"$39,695 ",AUT-TT,31,FALSE,FALSE,FALSE,Approved,3/22/2026
APP100349,"$99,537 ",45,T4,629,CA,"$402,726 ",MTG-CV,30.6,FALSE,FALSE,TRUE,Review,1/26/2025
APP100350,"$166,461 ",253,T3,715,TX,"$203,130 ",MTG-CV,26.9,FALSE,FALSE,FALSE,Review,9/20/2024
APP100351,"$81,283 ",263,T5,561,FL,"$361,162 ",MTG-CV,29.8,FALSE,FALSE,FALSE,Declined,6/16/2024
APP100352,"$210,573 ",221,T4,650,TX,"$1,991,727 ",MTG-JB,24.8,FALSE,FALSE,FALSE,Review,9/4/2026
APP100353,"$41,105 ",86,T2,744,FL,"$8,721 ",AUT-SP,20.1,FALSE,FALSE,FALSE,Approved,7/10/2026
APP100354,"$106,998 ",101,T3,728,CA,"$299,383 ",MTG-FH,39.1,FALSE,FALSE,FALSE,Review,2/15/2025
APP100355,"$144,648 ",40,T4,637,CA,"$1,559,749 ",MTG-JB,20.1,FALSE,TRUE,FALSE,Review,12/23/2025
APP100356,"$195,582 ",297,T3,722,CA,"$538,831 ",MTG-CV,15.2,FALSE,FALSE,FALSE,Review,8/29/2024
APP100357,"$195,189 ",166,T5,451,TX,"$2,609 ",CRD-ST,40.7,FALSE,FALSE,FALSE,Declined,4/20/2026
APP100358,"$67,159 ",200,T3,734,CA,"$11,322 ",CRD-ST,37.1,FALSE,FALSE,FALSE,Review,7/14/2026
APP100359,"$142,369 ",28,T2,791,CA,"$6,124 ",CRD-ST,28.6,FALSE,FALSE,FALSE,Approved,6/24/2024
APP100360,"$230,902 ",41,T1,841,FL,"$87,192 ",AUT-TR,24.4,FALSE,FALSE,FALSE,Approved,6/16/2024
APP100361,"$184,302 ",5,T3,683,FL,"$782,430 ",MTG-JB,35,FALSE,FALSE,FALSE,Review,2/13/2025
APP100362,"$229,146 ",218,T3,717,FL,"$5,187 ",CRD-ST,41,FALSE,FALSE,FALSE,Review,5/31/2026
APP100363,"$151,933 ",312,T1,827,FL,"$648,004 ",MTG-CV,12.7,FALSE,FALSE,FALSE,Approved,11/10/2024
APP100364,"$108,130 ",223,T1,819,FL,"$27,360 ",CRD-EL,10.2,FALSE,FALSE,FALSE,Approved,6/15/2024
APP100365,"$204,822 ",11,T3,686,FL,"$58,559 ",AUT-TT,15.5,FALSE,FALSE,FALSE,Review,3/8/2026
APP100366,"$157,162 ",120,T3,737,NC,"$290,447 ",MTG-FH,19.7,FALSE,FALSE,FALSE,Review,6/10/2024
APP100367,"$65,086 ",236,T3,735,CA,"$477,989 ",MTG-CV,35.4,FALSE,FALSE,FALSE,Review,1/25/2024
APP100368,"$183,456 ",127,T2,766,TX,"$518,903 ",MTG-CV,18.2,FALSE,FALSE,FALSE,Approved,3/11/2025
APP100369,"$66,800 ",34,T4,662,CA,"$7,039 ",CRD-ST,39.9,FALSE,FALSE,FALSE,Review,9/30/2026
APP100370,"$102,046 ",235,T2,745,CA,"$28,164 ",AUT-SP,12.4,FALSE,FALSE,FALSE,Approved,4/7/2025
APP100371,"$79,338 ",125,T2,765,NC,"$254,988 ",MTG-CV,16.7,FALSE,FALSE,FALSE,Approved,4/17/2025
APP100372,"$234,710 ",224,T1,816,TX,"$46,270 ",AUT-TR,23.6,FALSE,FALSE,FALSE,Approved,9/27/2026
APP100373,"$151,333 ",242,T4,639,NC,"$14,899 ",CRD-EL,49.7,FALSE,FALSE,TRUE,Review,12/30/2025
APP100374,"$187,079 ",57,T3,733,NC,"$1,278 ",CRD-SC,23.5,FALSE,FALSE,TRUE,Review,7/15/2025
APP100375,"$204,577 ",88,T4,652,FL,"$34,086 ",AUT-TT,46,FALSE,TRUE,FALSE,Review,1/5/2024
APP100376,"$228,822 ",318,T4,640,CA,"$249,789 ",MTG-CV,24.6,FALSE,FALSE,TRUE,Review,7/2/2024
APP100377,"$127,268 ",253,T4,652,CA,"$8,736 ",AUT-SP,39.1,TRUE,FALSE,FALSE,Review,6/23/2024
APP100378,"$168,518 ",132,T5,477,FL,"$14,018 ",AUT-TT,49.5,FALSE,FALSE,TRUE,Declined,2/24/2025
APP100379,"$88,148 ",321,T5,362,CA,"$9,043 ",AUT-SP,47.4,TRUE,FALSE,FALSE,Declined,3/12/2024
APP100380,"$68,947 ",40,T4,670,CA,"$320,818 ",MTG-FH,20.2,FALSE,FALSE,FALSE,Review,2/5/2026
APP100381,"$191,768 ",351,T2,790,CA,"$360,647 ",MTG-FH,33.1,FALSE,FALSE,FALSE,Approved,5/10/2026
APP100382,"$98,004 ",343,T2,762,NC,"$2,864 ",CRD-SC,17.8,FALSE,FALSE,FALSE,Approved,5/13/2024
APP100383,"$59,653 ",305,T2,755,TX,"$1,451 ",CRD-SC,31,FALSE,FALSE,FALSE,Approved,9/11/2025
APP100384,"$102,906 ",176,T2,762,CA,"$538,153 ",MTG-CV,31.2,FALSE,FALSE,FALSE,Approved,3/4/2026
APP100385,"$129,107 ",298,T4,657,NC,"$58,904 ",AUT-TR,34.2,FALSE,FALSE,FALSE,Review,10/13/2026
APP100386,"$71,506 ",42,T5,569,NC,"$203,160 ",MTG-FH,39.4,FALSE,TRUE,TRUE,Declined,11/26/2026
APP100387,"$130,454 ",237,T3,723,TX,"$844,695 ",MTG-JB,37.5,FALSE,FALSE,FALSE,Review,8/7/2025
APP100388,"$104,242 ",332,T3,737,FL,"$11,840 ",CRD-ST,17.1,FALSE,FALSE,FALSE,Review,9/11/2026
APP100389,"$94,404 ",45,T2,768,NC,"$1,232,449 ",MTG-JB,33.4,FALSE,FALSE,FALSE,Approved,6/4/2024
APP100390,"$226,919 ",16,T4,627,NC,"$10,389 ",CRD-ST,35,FALSE,TRUE,FALSE,Review,6/29/2026
APP100391,"$158,803 ",148,T1,802,NC,"$7,296 ",CRD-EL,27.8,FALSE,FALSE,FALSE,Approved,9/2/2024
APP100392,"$239,631 ",174,T1,821,TX,"$283,998 ",MTG-CV,8.7,FALSE,FALSE,FALSE,Approved,11/30/2024
APP100393,"$153,434 ",232,T4,646,NC,"$24,457 ",AUT-SP,38.5,FALSE,FALSE,FALSE,Review,5/29/2024
APP100394,"$204,257 ",141,T3,710,FL,"$23,764 ",AUT-TT,17,FALSE,FALSE,FALSE,Review,1/3/2024
APP100395,"$234,690 ",104,T3,706,TX,"$7,528 ",AUT-SP,21.8,FALSE,FALSE,FALSE,Review,9/2/2026
APP100396,"$59,688 ",265,T4,667,NC,"$11,352 ",AUT-TT,43.1,FALSE,FALSE,TRUE,Review,1/6/2024
APP100397,"$186,542 ",226,T4,675,TX,"$12,892 ",AUT-TT,27.3,FALSE,FALSE,FALSE,Review,9/29/2024
APP100398,"$227,624 ",76,T2,748,FL,"$1,198 ",CRD-SC,12.6,FALSE,FALSE,FALSE,Approved,11/2/2025
APP100399,"$69,807 ",73,T4,628,CA,"$36,687 ",AUT-TT,36.9,FALSE,FALSE,FALSE,Review,7/18/2026
APP100400,"$112,721 ",134,T4,638,FL,"$2,799 ",CRD-ST,49,FALSE,FALSE,FALSE,Review,11/17/2026
APP100401,"$123,268 ",70,T3,703,FL,"$1,410,081 ",MTG-JB,25.4,FALSE,FALSE,FALSE,Review,6/10/2025
APP100402,"$162,661 ",319,T1,802,CA,"$33,472 ",AUT-TT,13.7,FALSE,FALSE,FALSE,Approved,1/11/2026
APP100403,"$211,868 ",102,T4,677,CA,"$50,155 ",AUT-TR,32,FALSE,FALSE,FALSE,Review,1/6/2026
APP100404,"$107,828 ",198,T3,707,NC,"$3,384 ",CRD-ST,15.7,FALSE,FALSE,FALSE,Review,1/27/2026
APP100405,"$42,598 ",301,T5,561,TX,"$603,833 ",MTG-CV,55.9,FALSE,TRUE,FALSE,Declined,8/10/2025
APP100406,"$158,682 ",147,T1,801,TX,"$10,051 ",CRD-ST,21.9,FALSE,FALSE,FALSE,Approved,4/27/2024
APP100407,"$49,387 ",203,T5,378,CA,"$2,046 ",CRD-SC,50.4,FALSE,FALSE,TRUE,Declined,9/17/2025
APP100408,"$177,179 ",206,T3,694,CA,"$14,753 ",AUT-SP,31.2,TRUE,FALSE,FALSE,Review,2/18/2025
APP100409,"$174,739 ",13,T2,790,CA,"$46,181 ",CRD-EL,19.3,FALSE,FALSE,FALSE,Approved,9/1/2025
